image,plate_index,candidate_rank,selected,estimated_type,plate_type,plate_subtype,target_len,text_len,length_ok,text,lpr_score,beam_score
fenqusai/test_photo/ccpd2019_ccpd_base__0116918103448-93_81-176_378_349_466-340_461_188_450_178_382_330_393-0_0_17_14_28_27_26-84-23.jpg,0,3,False,blue,black,,7,7,True,皖ATQ432,0.9997300834882922,-0.00485915302306239
fenqusai/test_photo/ccpd2019_ccpd_base__0134219348659-90_85-274_525_481_590-484_591_278_599_279_531_485_523-0_0_21_12_33_28_32-99-18.jpg,0,0,False,yellow,yellow,,7,7,True,川TS4NEY,0.7383785326092491,-5.45937604314895
fenqusai/test_photo/ccpd2019_ccpd_base__0134219348659-90_85-274_525_481_590-484_591_278_599_279_531_485_523-0_0_21_12_33_28_32-99-18.jpg,0,1,False,yellow,blue,,7,7,True,川TS4NEY,0.7383785326092491,-5.45937604314895
fenqusai/test_photo/ccpd2019_ccpd_base__0134219348659-90_85-274_525_481_590-484_591_278_599_279_531_485_523-0_0_21_12_33_28_32-99-18.jpg,0,2,True,yellow,green,,8,5,False,川TS4N,0.9456310137561672,-1.0062510282477888
fenqusai/test_photo/ccpd2019_ccpd_base__0134219348659-90_85-274_525_481_590-484_591_278_599_279_531_485_523-0_0_21_12_33_28_32-99-18.jpg,0,3,False,yellow,black,,7,5,False,川TS4N,0.9456310137561672,-1.0062510282477888
fenqusai/test_photo/ccpd2019_ccpd_base__0138793103448-88_91-268_434_458_518-464_499_279_515_279_452_464_436-0_0_27_4_29_31_31-113-21.jpg,0,0,True,blue,blue,,7,7,True,皖A3E577,0.9984227308002764,-0.028413259169440153
fenqusai/test_photo/ccpd2019_ccpd_base__0138793103448-88_91-268_434_458_518-464_499_279_515_279_452_464_436-0_0_27_4_29_31_31-113-21.jpg,0,1,False,blue,green,,8,7,False,皖A3E577,0.9984227308002764,-0.028413259169440153
fenqusai/test_photo/ccpd2019_ccpd_base__0138793103448-88_91-268_434_458_518-464_499_279_515_279_452_464_436-0_0_27_4_29_31_31-113-21.jpg,0,2,False,blue,yellow,,7,7,True,皖A3E577,0.9984227308002764,-0.028413259169440153
fenqusai/test_photo/ccpd2019_ccpd_base__0138793103448-88_91-268_434_458_518-464_499_279_515_279_452_464_436-0_0_27_4_29_31_31-113-21.jpg,0,3,False,blue,black,,7,7,True,皖A3E577,0.9984227308002764,-0.028413259169440153
fenqusai/test_photo/ccpd2019_ccpd_base__0146048850574-90_90-132_420_376_505-368_494_134_508_129_434_363_420-0_0_27_13_31_29_30-39-23.jpg,0,0,True,green,green,,8,7,False,皖N6P756,0.9964538859387434,-0.06394349569335134
fenqusai/test_photo/ccpd2019_ccpd_base__0146048850574-90_90-132_420_376_505-368_494_134_508_129_434_363_420-0_0_27_13_31_29_30-39-23.jpg,0,1,False,green,green,tractor_green,8,7,False,皖N6P756,0.9964538859387434,-0.06394349569335134
fenqusai/test_photo/ccpd2019_ccpd_base__0146048850574-90_90-132_420_376_505-368_494_134_508_129_434_363_420-0_0_27_13_31_29_30-39-23.jpg,0,2,False,green,blue,,7,7,True,皖N6P756,0.9964538859387434,-0.06394349569335134
fenqusai/test_photo/ccpd2019_ccpd_base__0146048850574-90_90-132_420_376_505-368_494_134_508_129_434_363_420-0_0_27_13_31_29_30-39-23.jpg,0,3,False,green,yellow,,7,7,True,皖N6P756,0.9964538859387434,-0.06394349569335134
fenqusai/test_photo/ccpd2019_ccpd_base__0146048850574-90_90-132_420_376_505-368_494_134_508_129_434_363_420-0_0_27_13_31_29_30-39-23.jpg,0,4,False,green,black,,7,7,True,皖N6P756,0.9964538859387434,-0.06394349569335134
fenqusai/test_photo/ccpd2019_ccpd_base__0151388888889-92_87-257_510_477_575-485_584_252_569_248_500_481_515-0_0_11_2_31_26_25-94-38.jpg,0,0,False,green,green,,8,8,True,皖AMCP721,0.8542004088708173,-2.836609954479627
fenqusai/test_photo/ccpd2019_ccpd_base__0151388888889-92_87-257_510_477_575-485_584_252_569_248_500_481_515-0_0_11_2_31_26_25-94-38.jpg,0,1,False,green,green,tractor_green,8,8,True,皖AMCP721,0.8542004088708173,-2.836609954479627
fenqusai/test_photo/ccpd2019_ccpd_base__0151388888889-92_87-257_510_477_575-485_584_252_569_248_500_481_515-0_0_11_2_31_26_25-94-38.jpg,0,2,True,green,blue,,7,7,True,皖AMC721,0.996496564388863,-0.063172566238336
fenqusai/test_photo/ccpd2019_ccpd_base__0151388888889-92_87-257_510_477_575-485_584_252_569_248_500_481_515-0_0_11_2_31_26_25-94-38.jpg,0,3,False,green,yellow,,7,7,True,皖AMC721,0.996496564388863,-0.063172566238336
fenqusai/test_photo/ccpd2019_ccpd_base__0151388888889-92_87-257_510_477_575-485_584_252_569_248_500_481_515-0_0_11_2_31_26_25-94-38.jpg,0,4,False,green,black,,7,7,True,皖AMC721,0.996496564388863,-0.063172566238336
fenqusai/test_photo/ccpd2019_ccpd_base__0169995210728-90_93-204_435_443_518-444_510_208_510_209_439_445_439-0_0_2_0_29_27_31-59-47.jpg,0,0,True,blue,blue,,7,7,True,皖ACA537,0.9808580207291688,-0.34789606227423064
fenqusai/test_photo/ccpd2019_ccpd_base__0169995210728-90_93-204_435_443_518-444_510_208_510_209_439_445_439-0_0_2_0_29_27_31-59-47.jpg,0,1,False,blue,green,,8,8,True,皖ACA5637,0.7194822762024571,-5.926020956103457
fenqusai/test_photo/ccpd2019_ccpd_base__0169995210728-90_93-204_435_443_518-444_510_208_510_209_439_445_439-0_0_2_0_29_27_31-59-47.jpg,0,2,False,blue,yellow,,7,7,True,皖ACA537,0.9808580207291688,-0.34789606227423064
fenqusai/test_photo/ccpd2019_ccpd_base__0169995210728-90_93-204_435_443_518-444_510_208_510_209_439_445_439-0_0_2_0_29_27_31-59-47.jpg,0,3,False,blue,black,,7,7,True,皖ACA537,0.9808580207291688,-0.34789606227423064
fenqusai/test_photo/ccpd2019_ccpd_base__0175969827586-89_91-254_544_484_616-491_618_268_624_268_545_491_539-0_0_9_21_29_30_26-130-46.jpg,0,0,True,blue,blue,,7,7,True,皖AKX562,0.9999203812422678,-0.0014331946945276286
fenqusai/test_photo/ccpd2019_ccpd_base__0175969827586-89_91-254_544_484_616-491_618_268_624_268_545_491_539-0_0_9_21_29_30_26-130-46.jpg,0,1,False,blue,green,,8,8,True,皖AKX562Z,0.4774819373331341,-13.30612105232558
fenqusai/test_photo/ccpd2019_ccpd_base__0175969827586-89_91-254_544_484_616-491_618_268_624_268_545_491_539-0_0_9_21_29_30_26-130-46.jpg,0,2,False,blue,yellow,,7,7,True,皖AKX562,0.9999203812422678,-0.0014331946945276286
fenqusai/test_photo/ccpd2019_ccpd_base__0175969827586-89_91-254_544_484_616-491_618_268_624_268_545_491_539-0_0_9_21_29_30_26-130-46.jpg,0,3,False,blue,black,,7,7,True,皖AKX562,0.9999203812422678,-0.0014331946945276286
fenqusai/test_photo/ccpd2019_ccpd_base__0180172413793-94_63-231_511_459_615-470_625_247_588_213_504_436_541-0_0_2_29_10_26_30-28-22.jpg,0,0,True,blue,blue,,7,7,True,甘NA3A26,0.9779618831063372,-0.40112251264326915
fenqusai/test_photo/ccpd2019_ccpd_base__0180172413793-94_63-231_511_459_615-470_625_247_588_213_504_436_541-0_0_2_29_10_26_30-28-22.jpg,0,1,False,blue,green,,8,8,True,甘NA3A286,0.845254162509976,-3.0261224306868826
fenqusai/test_photo/ccpd2019_ccpd_base__0180172413793-94_63-231_511_459_615-470_625_247_588_213_504_436_541-0_0_2_29_10_26_30-28-22.jpg,0,2,False,blue,yellow,,7,7,True,甘NA3A26,0.9779618831063372,-0.40112251264326915
fenqusai/test_photo/ccpd2019_ccpd_base__0180172413793-94_63-231_511_459_615-470_625_247_588_213_504_436_541-0_0_2_29_10_26_30-28-22.jpg,0,3,False,blue,black,,7,7,True,甘NA3A26,0.9779618831063372,-0.40112251264326915
fenqusai/test_photo/ccpd2019_ccpd_base__0184841954023-92_85-241_482_495_562-497_564_234_556_229_481_492_489-0_0_31_27_29_33_27-101-59.jpg,0,0,True,blue,blue,,7,7,True,陕A73593,0.9937896229462247,-0.11213534990383067
fenqusai/test_photo/ccpd2019_ccpd_base__0184841954023-92_85-241_482_495_562-497_564_234_556_229_481_492_489-0_0_31_27_29_33_27-101-59.jpg,0,1,False,blue,green,,8,7,False,陕A73593,0.9937896229462247,-0.11213534990383067
fenqusai/test_photo/ccpd2019_ccpd_base__0184841954023-92_85-241_482_495_562-497_564_234_556_229_481_492_489-0_0_31_27_29_33_27-101-59.jpg,0,2,False,blue,yellow,,7,7,True,陕A73593,0.9937896229462247,-0.11213534990383067
fenqusai/test_photo/ccpd2019_ccpd_base__0184841954023-92_85-241_482_495_562-497_564_234_556_229_481_492_489-0_0_31_27_29_33_27-101-59.jpg,0,3,False,blue,black,,7,7,True,陕A73593,0.9937896229462247,-0.11213534990383067
fenqusai/test_photo/ccpd2019_ccpd_base__0192684386973-96_75-307_539_535_637-544_638_300_607_276_526_520_557-0_0_27_9_24_33_25-136-40.jpg,0,0,False,green,green,,8,8,True,渝A3K09T1,0.23287493227609174,-26.230567335785906
fenqusai/test_photo/ccpd2019_ccpd_base__0192684386973-96_75-307_539_535_637-544_638_300_607_276_526_520_557-0_0_27_9_24_33_25-136-40.jpg,0,1,False,green,green,tractor_green,8,8,True,渝A3K09T1,0.23287493227609174,-26.230567335785906
fenqusai/test_photo/ccpd2019_ccpd_base__0192684386973-96_75-307_539_535_637-544_638_300_607_276_526_520_557-0_0_27_9_24_33_25-136-40.jpg,0,2,False,green,blue,,7,7,True,渝A3K091,0.7187856350263048,-5.943457960785906
fenqusai/test_photo/ccpd2019_ccpd_base__0192684386973-96_75-307_539_535_637-544_638_300_607_276_526_520_557-0_0_27_9_24_33_25-136-40.jpg,0,3,False,green,yellow,,7,7,True,渝A3K091,0.7187856350263048,-5.943457960785906
fenqusai/test_photo/ccpd2019_ccpd_base__0192684386973-96_75-307_539_535_637-544_638_300_607_276_526_520_557-0_0_27_9_24_33_25-136-40.jpg,0,4,True,green,black,,7,7,True,LA3K091,0.9824634872845521,-0.31845778197197205
fenqusai/test_photo/ccpd2019_ccpd_base__0207423371648-90_88-168_431_441_505-450_508_173_513_173_421_450_416-0_0_6_6_27_28_25-143-33.jpg,0,0,False,green,green,,8,8,True,皖AGG3471,0.23956934227412954,-25.720422744750977
fenqusai/test_photo/ccpd2019_ccpd_base__0207423371648-90_88-168_431_441_505-450_508_173_513_173_421_450_416-0_0_6_6_27_28_25-143-33.jpg,0,1,False,green,green,tractor_green,8,8,True,皖AGG3471,0.23956934227412954,-25.720422744750977
fenqusai/test_photo/ccpd2019_ccpd_base__0207423371648-90_88-168_431_441_505-450_508_173_513_173_421_450_416-0_0_6_6_27_28_25-143-33.jpg,0,2,True,green,blue,,7,7,True,皖AGG341,0.9986059260176924,-0.025110838934779167
fenqusai/test_photo/ccpd2019_ccpd_base__0207423371648-90_88-168_431_441_505-450_508_173_513_173_421_450_416-0_0_6_6_27_28_25-143-33.jpg,0,3,False,green,yellow,,7,7,True,皖AGG341,0.9986059260176924,-0.025110838934779167
fenqusai/test_photo/ccpd2019_ccpd_base__0207423371648-90_88-168_431_441_505-450_508_173_513_173_421_450_416-0_0_6_6_27_28_25-143-33.jpg,0,4,False,green,black,,7,7,True,皖AGG341,0.9986059260176924,-0.025110838934779167
fenqusai/test_photo/ccpd2019_ccpd_base__0208692528736-90_90-227_526_496_615-504_617_233_618_231_526_502_525-0_0_0_20_28_24_32-200-30.jpg,0,0,True,blue,blue,,7,7,True,黑AAN408,0.989697102454301,-0.1864141161263433
fenqusai/test_photo/ccpd2019_ccpd_base__0208692528736-90_90-227_526_496_615-504_617_233_618_231_526_502_525-0_0_0_20_28_24_32-200-30.jpg,0,1,False,blue,green,,8,8,True,黑AAN408L,0.561957780406168,-10.373914003370828
fenqusai/test_photo/ccpd2019_ccpd_base__0208692528736-90_90-227_526_496_615-504_617_233_618_231_526_502_525-0_0_0_20_28_24_32-200-30.jpg,0,2,False,blue,yellow,,7,7,True,黑AAN408,0.989697102454301,-0.1864141161263433
fenqusai/test_photo/ccpd2019_ccpd_base__0208692528736-90_90-227_526_496_615-504_617_233_618_231_526_502_525-0_0_0_20_28_24_32-200-30.jpg,0,3,False,blue,black,,7,7,True,黑AAN408,0.989697102454301,-0.1864141161263433
fenqusai/test_photo/ccpd2019_ccpd_base__0210057471264-118_59-280_481_427_636-424_636_279_553_283_481_428_564-0_0_16_20_32_25_32-72-20.jpg,0,0,False,blue,blue,,7,7,True,琼A0WN16,0.06721669900395201,-48.5970041743326
fenqusai/test_photo/ccpd2019_ccpd_base__0210057471264-118_59-280_481_427_636-424_636_279_553_283_481_428_564-0_0_16_20_32_25_32-72-20.jpg,0,1,False,blue,green,,8,8,True,琼A0WN168,0.12579553340421215,-37.31575393578669
fenqusai/test_photo/ccpd2019_ccpd_base__0210057471264-118_59-280_481_427_636-424_636_279_553_283_481_428_564-0_0_16_20_32_25_32-72-20.jpg,0,2,False,blue,yellow,,7,7,True,琼A0WN16,0.06721669900395201,-48.5970041743326
fenqusai/test_photo/ccpd2019_ccpd_base__0210057471264-118_59-280_481_427_636-424_636_279_553_283_481_428_564-0_0_16_20_32_25_32-72-20.jpg,0,3,True,blue,black,,7,7,True,琼40WN16,0.5088876520486604,-12.159504174332596
fenqusai/test_photo/ccpd2019_ccpd_base__0210129310345-96_70-169_499_412_588-424_599_170_564_137_481_391_516-0_0_23_11_33_31_32-138-16.jpg,0,0,False,blue,blue,,7,7,True,吉AD9978,0.8516830029071158,-2.8897359066138506
fenqusai/test_photo/ccpd2019_ccpd_base__0210129310345-96_70-169_499_412_588-424_599_170_564_137_481_391_516-0_0_23_11_33_31_32-138-16.jpg,0,1,True,blue,green,,8,6,False,吉A9978,0.9517720025753709,-0.889735787404561
fenqusai/test_photo/ccpd2019_ccpd_base__0210129310345-96_70-169_499_412_588-424_599_170_564_137_481_391_516-0_0_23_11_33_31_32-138-16.jpg,0,2,False,blue,yellow,,7,7,True,吉AD9978,0.8516830029071158,-2.8897359066138506
fenqusai/test_photo/ccpd2019_ccpd_base__0210129310345-96_70-169_499_412_588-424_599_170_564_137_481_391_516-0_0_23_11_33_31_32-138-16.jpg,0,3,False,blue,black,,7,7,True,吉AD9978,0.8516830029071158,-2.8897359066138506
fenqusai/test_photo/ccpd2019_ccpd_base__0242456896552-96_77-230_493_496_589-502_605_229_568_213_476_486_513-0_0_22_26_31_26_7-183-34.jpg,0,0,True,blue,blue,,7,7,True,蒙A3272H,0.8693043935494755,-2.5211148261567473
fenqusai/test_photo/ccpd2019_ccpd_base__0242456896552-96_77-230_493_496_589-502_605_229_568_213_476_486_513-0_0_22_26_31_26_7-183-34.jpg,0,1,False,blue,green,,8,8,True,蒙A3272HA,0.8109844659594015,-3.7711148261567473
fenqusai/test_photo/ccpd2019_ccpd_base__0242456896552-96_77-230_493_496_589-502_605_229_568_213_476_486_513-0_0_22_26_31_26_7-183-34.jpg,0,2,False,blue,yellow,,7,7,True,蒙A3272H,0.8693043935494755,-2.5211148261567473
fenqusai/test_photo/ccpd2019_ccpd_base__0242456896552-96_77-230_493_496_589-502_605_229_568_213_476_486_513-0_0_22_26_31_26_7-183-34.jpg,0,3,False,blue,black,,7,7,True,蒙A3272H,0.8693043935494755,-2.5211148261567473
fenqusai/test_photo/ccpd2019_ccpd_base__0254454022988-96_78-175_473_416_587-419_585_182_548_164_465_401_502-0_0_3_32_19_25_29-163-36.jpg,0,0,False,blue,blue,,7,7,True,云AD8V1S,0.3019054308793087,-21.55754616174815
fenqusai/test_photo/ccpd2019_ccpd_base__0254454022988-96_78-175_473_416_587-419_585_182_548_164_465_401_502-0_0_3_32_19_25_29-163-36.jpg,0,1,False,blue,green,,8,8,True,云AD8V15S,0.2870816303640756,-22.463796191550472
fenqusai/test_photo/ccpd2019_ccpd_base__0254454022988-96_78-175_473_416_587-419_585_182_548_164_465_401_502-0_0_3_32_19_25_29-163-36.jpg,0,2,False,blue,yellow,,7,7,True,云AD8V1S,0.3019054308793087,-21.55754616174815
fenqusai/test_photo/ccpd2019_ccpd_base__0254454022988-96_78-175_473_416_587-419_585_182_548_164_465_401_502-0_0_3_32_19_25_29-163-36.jpg,0,3,True,blue,black,,7,7,True,EAD8V1S,0.9139288375881149,-1.6200462380001852
fenqusai/test_photo/ccpd2019_ccpd_base__0311613984674-91_87-174_505_488_598-490_601_176_592_176_498_490_507-0_0_2_21_31_31_30-113-143.jpg,0,0,True,blue,blue,,7,7,True,皖ACX776,0.9999727808085058,-0.0004899521149752672
fenqusai/test_photo/ccpd2019_ccpd_base__0311613984674-91_87-174_505_488_598-490_601_176_592_176_498_490_507-0_0_2_21_31_31_30-113-143.jpg,0,1,False,blue,green,,8,8,True,皖ACXA776,0.6543765219270935,-7.633302688583598
fenqusai/test_photo/ccpd2019_ccpd_base__0311613984674-91_87-174_505_488_598-490_601_176_592_176_498_490_507-0_0_2_21_31_31_30-113-143.jpg,0,2,False,blue,yellow,,7,7,True,皖ACX776,0.9999727808085058,-0.0004899521149752672
fenqusai/test_photo/ccpd2019_ccpd_base__0311613984674-91_87-174_505_488_598-490_601_176_592_176_498_490_507-0_0_2_21_31_31_30-113-143.jpg,0,3,False,blue,black,,7,7,True,皖ACX776,0.9999727808085058,-0.0004899521149752672
fenqusai/test_photo/ccpd2019_ccpd_base__0322952586207-89_85-216_485_577_588-574_588_227_580_225_482_572_490-0_0_17_29_22_29_31-79-38.jpg,0,0,True,blue,blue,,7,7,True,皖AT5Y57,0.9998767033126201,-0.002219477202743292
fenqusai/test_photo/ccpd2019_ccpd_base__0322952586207-89_85-216_485_577_588-574_588_227_580_225_482_572_490-0_0_17_29_22_29_31-79-38.jpg,0,1,False,blue,green,,8,8,True,皖AT5Y5N7,0.32138807065715047,-20.431906977202743
fenqusai/test_photo/ccpd2019_ccpd_base__0322952586207-89_85-216_485_577_588-574_588_227_580_225_482_572_490-0_0_17_29_22_29_31-79-38.jpg,0,2,False,blue,yellow,,7,7,True,皖AT5Y57,0.9998767033126201,-0.002219477202743292
fenqusai/test_photo/ccpd2019_ccpd_base__0322952586207-89_85-216_485_577_588-574_588_227_580_225_482_572_490-0_0_17_29_22_29_31-79-38.jpg,0,3,False,blue,black,,7,7,True,皖AT5Y57,0.9998767033126201,-0.002219477202743292
fenqusai/test_photo/ccpd2019_ccpd_base__0325287356322-95_77-96_519_380_657-389_660_99_611_87_515_377_564-0_0_9_27_25_32_4-119-89.jpg,0,0,False,blue,blue,,7,7,True,藏AK314E,0.6049629213292322,-9.0465859779938
fenqusai/test_photo/ccpd2019_ccpd_base__0325287356322-95_77-96_519_380_657-389_660_99_611_87_515_377_564-0_0_9_27_25_32_4-119-89.jpg,0,1,False,blue,green,,8,8,True,藏AK31V4E,0.4646471346119895,-13.796586211755766
fenqusai/test_photo/ccpd2019_ccpd_base__0325287356322-95_77-96_519_380_657-389_660_99_611_87_515_377_564-0_0_9_27_25_32_4-119-89.jpg,0,2,False,blue,yellow,,7,7,True,藏AK314E,0.6049629213292322,-9.0465859779938
fenqusai/test_photo/ccpd2019_ccpd_base__0325287356322-95_77-96_519_380_657-389_660_99_611_87_515_377_564-0_0_9_27_25_32_4-119-89.jpg,0,3,True,blue,black,,7,7,True,JAK314E,0.859079625734958,-2.7340859779938
fenqusai/test_photo/ccpd2019_ccpd_blur__0089-3_7-297_463_410_529-410_529_301_522_297_463_406_470-0_0_13_33_24_24_33-115-4.jpg,0,0,False,blue,blue,,7,6,False,蒙BQ0H2,0.09166585715122229,-43.01289541980441
fenqusai/test_photo/ccpd2019_ccpd_blur__0089-3_7-297_463_410_529-410_529_301_522_297_463_406_470-0_0_13_33_24_24_33-115-4.jpg,0,1,False,blue,green,,8,6,False,蒙BQ0H2,0.09166585715122229,-43.01289541980441
fenqusai/test_photo/ccpd2019_ccpd_blur__0089-3_7-297_463_410_529-410_529_301_522_297_463_406_470-0_0_13_33_24_24_33-115-4.jpg,0,2,False,blue,yellow,,7,6,False,蒙B学0H2,0.15865960764157613,-33.13789567312415
fenqusai/test_photo/ccpd2019_ccpd_blur__0089-3_7-297_463_410_529-410_529_301_522_297_463_406_470-0_0_13_33_24_24_33-115-4.jpg,0,3,True,blue,black,,7,6,False,蒙B学0H闽,0.9518693058407417,-0.8878956731241487
fenqusai/test_photo/ccpd2019_ccpd_blur__0223-2_1-182_490_412_571-411_571_182_563_183_490_412_498-0_0_15_11_25_29_26-59-3.jpg,0,0,False,blue,blue,,7,7,True,藏VNDN4N,0.036094867649048075,-59.78888269446509
fenqusai/test_photo/ccpd2019_ccpd_blur__0223-2_1-182_490_412_571-411_571_182_563_183_490_412_498-0_0_15_11_25_29_26-59-3.jpg,0,1,False,blue,green,,8,8,True,藏VNDMN4N,0.04384212570626416,-56.28888269446509
fenqusai/test_photo/ccpd2019_ccpd_blur__0223-2_1-182_490_412_571-411_571_182_563_183_490_412_498-0_0_15_11_25_29_26-59-3.jpg,0,2,False,blue,yellow,,7,7,True,藏VNDN4N,0.036094867649048075,-59.78888269446509
fenqusai/test_photo/ccpd2019_ccpd_blur__0223-2_1-182_490_412_571-411_571_182_563_183_490_412_498-0_0_15_11_25_29_26-59-3.jpg,0,3,True,blue,black,,7,7,True,藏1N甘N4N,0.8446551683808985,-3.038882754069732
fenqusai/test_photo/ccpd2019_ccpd_blur__0421-8_8-225_431_496_561-496_561_226_523_225_431_495_469-0_0_8_25_29_27_23-20-4.jpg,0,0,True,black,black,,7,7,True,沪JH1S3Z,0.9972447562427675,-0.049662835699962216
fenqusai/test_photo/ccpd2019_ccpd_blur__0421-8_8-225_431_496_561-496_561_226_523_225_431_495_469-0_0_8_25_29_27_23-20-4.jpg,0,1,False,black,blue,,7,7,True,沪JH1S3Z,0.9972447562427675,-0.049662835699962216
fenqusai/test_photo/ccpd2019_ccpd_blur__0421-8_8-225_431_496_561-496_561_226_523_225_431_495_469-0_0_8_25_29_27_23-20-4.jpg,0,2,False,black,green,,8,7,False,沪JH1S3Z,0.9972447562427675,-0.049662835699962216
fenqusai/test_photo/ccpd2019_ccpd_blur__0421-8_8-225_431_496_561-496_561_226_523_225_431_495_469-0_0_8_25_29_27_23-20-4.jpg,0,3,False,black,yellow,,7,7,True,沪JH1S3Z,0.9972447562427675,-0.049662835699962216
fenqusai/test_photo/ccpd2019_ccpd_challenge__0031-3_2-365_515_443_549-443_545_368_549_365_519_440_515-0_0_0_0_26_32_25-75-23.jpg,0,0,True,blue,blue,,7,7,True,赣AAAZ81,0.9572541756955836,-0.7863538761994207
fenqusai/test_photo/ccpd2019_ccpd_challenge__0031-3_2-365_515_443_549-443_545_368_549_365_519_440_515-0_0_0_0_26_32_25-75-23.jpg,0,1,False,blue,green,,8,7,False,赣AAAZ81,0.9572541756955836,-0.7863538761994207
fenqusai/test_photo/ccpd2019_ccpd_challenge__0031-3_2-365_515_443_549-443_545_368_549_365_519_440_515-0_0_0_0_26_32_25-75-23.jpg,0,2,False,blue,yellow,,7,7,True,赣AAAZ81,0.9572541756955836,-0.7863538761994207
fenqusai/test_photo/ccpd2019_ccpd_challenge__0031-3_2-365_515_443_549-443_545_368_549_365_519_440_515-0_0_0_0_26_32_25-75-23.jpg,0,3,False,blue,black,,7,7,True,赣AAAZ81,0.9572541756955836,-0.7863538761994207
fenqusai/test_photo/ccpd2019_ccpd_db__0171-3_3-190_452_379_528-379_516_190_528_190_464_379_452-0_0_28_29_33_30_29-26-21.jpg,0,0,True,blue,blue,,7,7,True,皖A45965,1.0,0.0
fenqusai/test_photo/ccpd2019_ccpd_db__0171-3_3-190_452_379_528-379_516_190_528_190_464_379_452-0_0_28_29_33_30_29-26-21.jpg,0,1,False,blue,green,,8,8,True,皖A4E5965,0.19622913975285491,-29.3125
