image,detection_index,class_id,class_name,score,x1,y1,x2,y2,width,height,area
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,0,2,car,0.8298873901367188,0,303,178,446,178,143,25454
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,1,2,car,0.8249225616455078,544,311,641,390,97,79,7663
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,2,2,car,0.7614669799804688,238,306,357,385,119,79,9401
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,3,2,car,0.7284164428710938,128,308,274,402,146,94,13724
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,4,2,car,0.7280693054199219,656,314,704,349,48,35,1680
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,5,2,car,0.6879920959472656,331,307,409,370,78,63,4914
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,6,2,car,0.6679534912109375,497,309,531,335,34,26,884
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,7,2,car,0.5076446533203125,393,309,430,356,37,47,1739
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,8,2,car,0.4876060485839844,413,307,456,353,43,46,1978
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,9,3,traffic_light,0.4876060485839844,596,252,609,270,13,18,234
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,10,2,car,0.41413116455078125,633,311,656,332,23,21,483
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,11,3,traffic_light,0.38051605224609375,521,244,533,264,12,20,240
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,12,2,car,0.3540153503417969,455,316,481,347,26,31,806
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,13,2,car,0.33063697814941406,443,313,473,348,30,35,1050
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,14,2,car,0.30803680419921875,980,304,1209,442,229,138,31602
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,15,3,traffic_light,0.2638416290283203,614,286,626,298,12,12,144
fenqusai/test_photo/bdd100k_test__e615a2f6-20b64e5a.jpg,16,2,car,0.25382232666015625,530,310,550,330,20,20,400
fenqusai/test_photo/bdd100k_test__e664819d-d5b1a40f.jpg,0,2,car,0.7501602172851562,342,349,437,385,95,36,3420
fenqusai/test_photo/bdd100k_test__e664819d-d5b1a40f.jpg,1,1,person,0.46756744384765625,228,329,256,405,28,76,2128
fenqusai/test_photo/bdd100k_test__e664819d-d5b1a40f.jpg,2,2,car,0.2972393035888672,489,347,514,364,25,17,425
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,0,2,car,0.8914947509765625,586,288,874,510,288,222,63936
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,1,2,car,0.8806228637695312,503,345,619,453,116,108,12528
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,2,2,car,0.8226394653320312,195,332,306,431,111,99,10989
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,3,2,car,0.7815055847167969,462,357,536,408,74,51,3774
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,4,2,car,0.5777797698974609,392,364,466,398,74,34,2516
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,5,2,car,0.5399703979492188,315,367,352,396,37,29,1073
fenqusai/test_photo/bdd100k_test__eff80e58-169f6f99.jpg,6,1,person,0.25382232666015625,2,318,55,430,53,112,5936
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,0,2,car,0.7848453521728516,410,331,445,351,35,20,700
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,1,2,car,0.7681465148925781,636,330,661,350,25,20,500
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,2,2,car,0.7537841796875,975,303,1230,384,255,81,20655
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,3,2,car,0.5944786071777344,315,330,377,356,62,26,1612
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,4,2,car,0.5610809326171875,660,332,678,345,18,13,234
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,5,2,car,0.44418907165527344,292,330,330,355,38,25,950
fenqusai/test_photo/bdd100k_test__f1acef9d-6e5b6747.jpg,6,2,car,0.3005790710449219,481,332,504,347,23,15,345
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,0,2,car,0.9241104125976562,193,338,412,473,219,135,29565
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,1,2,car,0.8733749389648438,683,344,805,432,122,88,10736
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,2,2,car,0.8182430267333984,537,351,598,402,61,51,3111
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,3,2,car,0.768280029296875,0,344,85,399,85,55,4675
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,4,2,car,0.7066726684570312,47,341,196,402,149,61,9089
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,5,2,car,0.4575481414794922,449,364,469,379,20,15,300
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,6,2,car,0.4241504669189453,423,363,449,381,26,18,468
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,7,2,car,0.3974323272705078,490,362,509,378,19,16,304
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,8,2,car,0.3540153503417969,526,363,543,381,17,18,306
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,9,2,car,0.33702850341796875,392,369,412,384,20,15,300
fenqusai/test_photo/bdd100k_test__fb36bb12-438a86b5.jpg,10,2,car,0.3272972106933594,513,362,528,375,15,13,195
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,0,2,car,0.912764310836792,3,350,465,695,462,345,159390
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,1,2,car,0.8878707885742188,771,440,1092,584,321,144,46224
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,2,2,car,0.8081436157226562,0,297,91,394,91,97,8827
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,3,2,car,0.797271728515625,1089,485,1279,597,190,112,21280
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,4,2,car,0.6879920959472656,384,373,491,451,107,78,8346
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,5,2,car,0.6595611572265625,1038,481,1166,551,128,70,8960
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,6,2,car,0.6545944213867188,103,330,139,356,36,26,936
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,7,3,traffic_light,0.6414413452148438,486,135,511,187,25,52,1300
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,8,1,person,0.6145172119140625,587,381,618,461,31,80,2480
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,9,3,traffic_light,0.6111774444580078,511,136,537,191,26,55,1430
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,10,1,person,0.5978183746337891,700,406,739,516,39,110,4290
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,11,1,person,0.5644207000732422,805,416,829,476,24,60,1440
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,12,1,person,0.5043048858642578,827,429,867,483,40,54,2160
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,13,1,person,0.5043048858642578,664,407,708,529,44,122,5368
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,14,3,traffic_light,0.49428558349609375,667,345,689,368,22,23,506
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,15,1,person,0.4876060485839844,1173,492,1230,625,57,133,7581
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,16,1,person,0.4775867462158203,778,414,804,474,26,60,1560
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,17,3,traffic_light,0.41413116455078125,47,273,58,294,11,21,231
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,18,2,car,0.4007720947265625,384,349,463,384,79,35,2765
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,19,1,person,0.3974323272705078,727,410,753,476,26,66,1716
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,20,2,car,0.3773937225341797,255,344,312,372,57,28,1596
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,21,1,person,0.3172779083251953,508,372,543,451,35,79,2765
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,22,2,car,0.30725860595703125,157,331,182,350,25,19,475
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,23,3,traffic_light,0.2638416290283203,207,296,218,311,11,15,165
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,24,2,car,0.25730133056640625,487,393,518,441,31,48,1488
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,25,2,car,0.25716209411621094,357,357,390,379,33,22,726
fenqusai/test_photo/bdd100k_train__01461010-eeca4bf2.jpg,26,2,car,0.25716209411621094,1221,501,1279,616,58,115,6670
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,0,2,car,0.8145785331726074,640,408,1095,690,455,282,128310
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,1,2,car,0.7247295379638672,204,571,267,626,63,55,3465
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,2,1,person,0.6378173828125,1168,532,1233,689,65,157,10205
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,3,3,traffic_light,0.5644207000732422,176,421,193,457,17,36,612
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,4,3,traffic_light,0.5644207000732422,161,421,176,456,15,35,525
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,5,1,person,0.5477218627929688,126,572,148,628,22,56,1232
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,6,2,car,0.47274646162986755,256,411,693,668,437,257,112309
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,7,1,person,0.41747093200683594,73,568,96,627,23,59,1357
fenqusai/test_photo/bdd100k_train__05e673d1-8038b51b.jpg,8,3,traffic_light,0.41413116455078125,149,423,161,456,12,33,396
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,0,2,car,0.9059906005859375,910,225,1151,361,241,136,32776
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,1,2,car,0.89874267578125,1087,211,1279,411,192,200,38400
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,2,2,car,0.8516407012939453,519,258,583,309,64,51,3264
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,3,2,car,0.8298873901367188,192,255,305,320,113,65,7345
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,4,2,car,0.7280693054199219,680,250,745,299,65,49,3185
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,5,2,car,0.7046909332275391,331,261,362,289,31,28,868
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,6,3,traffic_light,0.6779727935791016,984,182,1020,208,36,26,936
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,7,2,car,0.6679534912109375,288,268,331,300,43,32,1376
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,8,2,car,0.6512546539306641,604,260,638,288,34,28,952
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,9,3,traffic_light,0.6345558166503906,691,133,703,161,12,28,336
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,10,2,car,0.587799072265625,658,247,701,294,43,47,2021
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,11,3,traffic_light,0.587799072265625,677,132,689,163,12,31,372
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,12,2,car,0.5711002349853516,638,259,661,289,23,30,690
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,13,3,traffic_light,0.41413116455078125,797,219,811,235,14,16,224
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,14,1,person,0.41079139709472656,824,241,846,287,22,46,1012
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,15,1,person,0.3473358154296875,925,237,944,275,19,38,722
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,16,2,car,0.3473358154296875,464,266,484,284,20,18,360
fenqusai/test_photo/bdd100k_train__084c910c-2a1b87c0.jpg,17,2,car,0.3439960479736328,507,261,528,296,21,35,735
fenqusai/test_photo/bdd100k_train__09bcd43f-5d00b9fb.jpg,0,2,car,0.36069488525390625,322,290,345,305,23,15,345
fenqusai/test_photo/bdd100k_train__09bcd43f-5d00b9fb.jpg,1,3,traffic_light,0.33731651306152344,222,249,234,265,12,16,192
fenqusai/test_photo/bdd100k_train__09bcd43f-5d00b9fb.jpg,2,2,car,0.2738609313964844,253,285,292,306,39,21,819
fenqusai/test_photo/bdd100k_train__10a327b0-2f612d5a.jpg,0,2,car,0.8516407012939453,679,312,798,396,119,84,9996
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,0,2,car,0.9023666381835938,896,332,1194,469,298,137,40826
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,1,2,car,0.8878707885742188,659,303,819,420,160,117,18720
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,2,2,car,0.8516407012939453,144,295,235,356,91,61,5551
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,3,2,car,0.8516311645507812,41,301,163,373,122,72,8784
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,4,2,car,0.8153915405273438,429,283,491,343,62,60,3720
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,5,2,car,0.8045196533203125,815,333,954,423,139,90,12510
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,6,2,car,0.7719039916992188,1153,323,1279,542,126,219,27594
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,7,2,car,0.7719039916992188,0,287,48,394,48,107,5136
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,8,2,car,0.7719039916992188,203,285,284,347,81,62,5022
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,9,2,car,0.6378955841064453,277,300,316,341,39,41,1599
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,10,3,traffic_light,0.5377025604248047,613,246,623,263,10,17,170
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,11,1,person,0.43750953674316406,1246,306,1279,378,33,72,2376
fenqusai/test_photo/bdd100k_train__1138e3a1-84249b29.jpg,12,1,person,0.3673744201660156,1182,313,1213,374,31,61,1891
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,0,2,car,0.9200373291969299,950,302,1279,576,329,274,90146
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,1,2,car,0.8516407012939453,202,355,309,419,107,64,6848
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,2,2,car,0.8082237243652344,297,354,365,400,68,46,3128
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,3,2,car,0.8045196533203125,772,283,1055,461,283,178,50374
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,4,2,car,0.74810791015625,584,344,617,370,33,26,858
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,5,2,car,0.6980113983154297,420,346,450,370,30,24,720
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,6,2,car,0.5176639556884766,463,346,481,361,18,15,270
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,7,2,car,0.4341697692871094,449,346,470,363,21,17,357
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,8,2,car,0.39075279235839844,548,345,565,357,17,12,204
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,9,2,car,0.30725860595703125,531,345,545,354,14,9,126
fenqusai/test_photo/bdd100k_train__1709db9f-12d36170.jpg,10,2,car,0.28388023376464844,498,346,513,356,15,10,150
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,0,2,car,0.9273103475570679,908,265,1279,601,371,336,124656
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,1,2,car,0.8878707885742188,479,275,663,457,184,182,33488
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,2,2,car,0.8588790893554688,860,293,1106,424,246,131,32226
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,3,2,car,0.8443832397460938,703,304,839,399,136,95,12920
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,4,2,car,0.8349418640136719,262,291,372,372,110,81,8910
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,5,1,person,0.7574081420898438,175,278,262,487,87,209,18183
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,6,2,car,0.74810791015625,646,316,700,395,54,79,4266
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,7,2,car,0.7030487060546875,0,252,223,424,223,172,38356
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,8,2,car,0.6779727935791016,694,315,751,370,57,55,3135
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,9,2,car,0.6269454956054688,831,312,909,388,78,76,5928
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,10,3,traffic_light,0.5544013977050781,464,227,474,249,10,22,220
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,11,1,person,0.507354736328125,388,305,409,361,21,56,1176
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,12,2,car,0.4421234130859375,0,270,39,510,39,240,9360
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,13,2,car,0.43487548828125,226,304,329,383,103,79,8137
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,14,3,traffic_light,0.3506755828857422,627,223,639,243,12,20,240
fenqusai/test_photo/bdd100k_train__1c3bd5a7-454e45ae.jpg,15,3,traffic_light,0.28388023376464844,896,263,919,284,23,21,483
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,0,2,car,0.9023666381835938,0,356,178,466,178,110,19580
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,1,2,car,0.89874267578125,767,313,951,440,184,127,23368
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,2,2,car,0.8951187133789062,873,329,1130,488,257,159,40863
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,3,2,car,0.8516407012939453,173,352,288,424,115,72,8280
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,4,2,car,0.8436706066131592,1036,285,1279,606,243,321,78003
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,5,2,car,0.8349418640136719,265,344,343,403,78,59,4602
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,6,2,car,0.8048839569091797,388,337,449,382,61,45,2745
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,7,2,car,0.7881851196289062,322,340,382,395,60,55,3300
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,8,2,car,0.7681465148925781,693,335,762,392,69,57,3933
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,9,2,car,0.74810791015625,742,333,799,408,57,75,4275
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,10,2,car,0.7414283752441406,651,334,687,367,36,33,1188
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,11,2,car,0.7080307006835938,633,328,665,358,32,30,960
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,12,2,car,0.5577411651611328,473,340,495,362,22,22,484
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,13,2,car,0.5510616302490234,459,341,482,366,23,25,575
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,14,2,car,0.5009651184082031,446,343,473,370,27,27,729
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,15,2,car,0.4508686065673828,608,330,627,350,19,20,380
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,16,2,car,0.42400360107421875,486,340,505,360,19,20,380
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,17,2,car,0.4074516296386719,503,338,523,356,20,18,360
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,18,2,car,0.4058837890625,521,337,535,350,14,13,182
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,19,2,car,0.4058837890625,617,333,633,351,16,18,288
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,20,2,car,0.3673744201660156,623,331,639,353,16,22,352
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,21,2,car,0.3406562805175781,675,345,706,378,31,33,1023
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,22,2,car,0.3172779083251953,496,340,510,358,14,18,252
fenqusai/test_photo/bdd100k_train__1d092676-5452b0c5.jpg,23,2,car,0.2872200012207031,526,334,542,348,16,14,224
fenqusai/test_photo/bdd100k_train__1f43f8df-fe32532d.jpg,0,2,car,0.8982182741165161,991,260,1279,568,288,308,88704
fenqusai/test_photo/bdd100k_train__1f43f8df-fe32532d.jpg,1,2,car,0.8335113525390625,689,289,807,381,118,92,10856
fenqusai/test_photo/bdd100k_train__1f43f8df-fe32532d.jpg,2,2,car,0.7815055847167969,293,297,402,365,109,68,7412
