image,plate_index,candidate_rank,selected,estimated_type,plate_type,plate_subtype,target_len,text_len,length_ok,text,lpr_score,beam_score
fenqusai/test_photo/000000200.jpg,0,1,True,blue,green,,8,6,False,川TFNU0,0.999528225798237,-0.008493939400054273
fenqusai/test_photo/000000200.jpg,0,2,False,blue,yellow,,7,7,True,川ATFNU0,0.5927151573204221,-9.414744069101275
fenqusai/test_photo/000000200.jpg,0,3,False,blue,black,,7,7,True,川ATFNU0,0.5927151573204221,-9.414744069101275
fenqusai/test_photo/000000206.jpg,0,0,True,yellow,yellow,,7,7,True,晋ME8U5R,0.999506933135932,-0.008877392307113041
fenqusai/test_photo/000000206.jpg,0,1,False,yellow,blue,,7,7,True,晋ME8U5R,0.999506933135932,-0.008877392307113041
fenqusai/test_photo/000000206.jpg,0,2,False,yellow,green,,8,7,False,晋ME8U5R,0.999506933135932,-0.008877392307113041
fenqusai/test_photo/000000206.jpg,0,3,False,yellow,black,,7,7,True,晋ME8U5R,0.999506933135932,-0.008877392307113041
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,0,True,green,green,,8,8,True,吉KFD0700,0.31162065583048254,-20.987436196999624
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,1,False,green,green,tractor_green,8,8,True,吉KFD0700,0.31162065583048254,-20.987436196999624
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,2,False,green,blue,,7,7,True,吉KFD070,0.09839684924226497,-41.73743691598065
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,3,False,green,yellow,,7,7,True,吉KFD070,0.09839684924226497,-41.73743691598065
fenqusai/test_photo/0302734375-95_254-229&410_508&519-508&519_241&483_229&410_498&439-0_0_5_24_31_24_24_24-105-51.jpg,0,4,False,green,black,,7,7,True,吉KFD070,0.09839684924226497,-41.73743691598065
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,0,True,green,green,,8,6,False,苏D3718,0.9301693143670351,-1.302995717033184
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,1,False,green,green,tractor_green,8,6,False,苏D3718,0.9301693143670351,-1.302995717033184
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,2,False,green,blue,,7,7,True,苏D37018,0.8151907856148258,-3.6779958064401512
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,3,False,green,yellow,,7,7,True,苏D37018,0.8151907856148258,-3.6779958064401512
fenqusai/test_photo/0348046875-94_241-216&458_513&576-513&576_249&537_216&458_480&480-0_0_5_24_31_24_30_32-69-40.jpg,0,4,False,green,black,,7,7,True,苏D37018,0.8151907856148258,-3.6779958064401512
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,0,False,green,green,,8,8,True,渝Z2Q849M,0.3476797364183482,-19.016523370619325
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,1,False,green,green,tractor_green,8,8,True,渝Z2Q849学,0.5460282133876507,-10.891523370619325
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,2,False,green,blue,,7,7,True,渝ZQ849M,0.3015454194503628,-21.57902332591584
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,3,False,green,yellow,,7,7,True,渝ZQ849学,0.47357464180653963,-13.454023325915841
fenqusai/test_photo/034921875-97_247-191&443_489&561-489&561_209&516_191&443_477&482-0_0_3_24_30_28_33_32-65-188.jpg,0,4,True,green,black,,7,7,True,渝2领849领,0.7807925872305521,-4.4540232793497125
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,0,False,green,green,,8,8,True,苏A0PS823,0.7462576128927919,-5.268319430327658
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,1,True,green,green,tractor_green,8,8,True,苏A0PS学23,0.7726244453208329,-4.6433194005253355
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,2,False,green,blue,,7,7,True,苏A0PS82,0.49539163786022833,-12.643319549536947
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,3,False,green,yellow,,7,7,True,苏A0PS学2,0.5128948540097832,-12.018319519734625
fenqusai/test_photo/03671875-106_247-213&385_448&542-448&542_221&459_213&385_443&457-0_0_3_26_30_30_26_33-107-61.jpg,0,4,False,green,black,,7,7,True,苏40PS学2,0.5384431781807284,-11.143319519734625
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,0,False,green,green,,8,8,True,川AD700DK,0.7864995555292746,-4.3229361889593605
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,1,True,green,green,tractor_green,8,8,True,川AD700D学,0.9553106802398958,-0.8229360921018127
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,2,False,green,blue,,7,7,True,川AD700D,0.41230313249107137,-15.947935950540781
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,3,False,green,yellow,,7,7,True,川AD700D,0.41230313249107137,-15.947935950540781
fenqusai/test_photo/0369140625-81_260-299&432_569&570-559&507_299&570_300&482_569&432-0_0_3_25_24_24_24_26-93-44.jpg,0,4,False,green,black,,7,7,True,川AD700D,0.41230313249107137,-15.947935950540781
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,0,False,green,green,,8,8,True,川VT0E8S3,0.21533924328485,-27.639731135681814
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,1,False,green,green,tractor_green,8,8,True,川VT0E8S3,0.21533924328485,-27.639731135681814
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,2,False,green,blue,,7,7,True,川VTE8S3,0.21310776860874264,-27.827231135681814
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,3,False,green,yellow,,7,7,True,川VTE8S3,0.21310776860874264,-27.827231135681814
fenqusai/test_photo/046015625-97_243-180&408_522&543-522&543_208&495_180&408_501&451-0_0_3_24_30_30_33_25-61-79.jpg,0,4,True,green,black,,7,7,True,川领领领8S3,0.797309101531872,-4.077231193743955
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,0,True,green,green,,8,7,False,新ADT1CF,0.9575330971054142,-0.7811098624295596
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,1,False,green,green,tractor_green,8,7,False,新ADT1CF,0.9575330971054142,-0.7811098624295596
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,2,False,green,blue,,7,7,True,新ADT1CF,0.9575330971054142,-0.7811098624295596
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,3,False,green,yellow,,7,7,True,新ADT1CF,0.9575330971054142,-0.7811098624295596
fenqusai/test_photo/049921875-80_275-250&410_534&587-534&506_259&587_250&469_530&410-0_0_3_17_25_25_30_25-128-23.jpg,0,4,False,green,black,,7,7,True,新ADT1CF,0.9575330971054142,-0.7811098624295596
fenqusai/test_photo/1006.jpg,0,0,True,blue,blue,,7,7,True,川DYQ555,0.9541913737440436,-0.8440384723698955
fenqusai/test_photo/1006.jpg,0,1,False,blue,green,,8,7,False,川DYQ555,0.9541913737440436,-0.8440384723698955
fenqusai/test_photo/1006.jpg,0,2,False,blue,yellow,,7,7,True,川DYQ555,0.9541913737440436,-0.8440384723698955
fenqusai/test_photo/1006.jpg,0,3,False,blue,black,,7,7,True,川DYQ555,0.9541913737440436,-0.8440384723698955
fenqusai/test_photo/14.jpg,0,0,True,blue,blue,,7,7,True,闽C4298S,0.999991172625675,-0.0001588934391563157
fenqusai/test_photo/14.jpg,0,1,False,blue,green,,8,8,True,闽CG4298S,0.29662498981326973,-21.875158774229874
fenqusai/test_photo/14.jpg,0,2,False,blue,yellow,,7,7,True,闽C4298S,0.999991172625675,-0.0001588934391563157
fenqusai/test_photo/14.jpg,0,3,False,blue,black,,7,7,True,闽C4298S,0.999991172625675,-0.0001588934391563157
fenqusai/test_photo/18.jpg,0,0,False,blue,blue,,7,7,True,川SGT5B9,0.3240729843943612,-20.282157505452886
fenqusai/test_photo/18.jpg,0,1,True,blue,green,,8,8,True,川SGT5B99,0.7882833585967837,-4.282157909414053
fenqusai/test_photo/18.jpg,0,2,False,blue,yellow,,7,7,True,川SGT5B9,0.3240729843943612,-20.282157505452886
fenqusai/test_photo/18.jpg,0,3,False,blue,black,,7,7,True,川SGT5B9,0.3240729843943612,-20.282157505452886
fenqusai/test_photo/195.jpg,0,0,True,green,green,,8,6,False,甘AH84D,0.9572445960986784,-0.7865340097642317
fenqusai/test_photo/195.jpg,0,1,False,green,green,tractor_green,8,6,False,甘AH84D,0.9572445960986784,-0.7865340097642317
fenqusai/test_photo/195.jpg,0,2,False,green,blue,,7,7,True,甘AH84JD,0.8331136361721134,-3.2865341066217795
fenqusai/test_photo/195.jpg,0,3,False,green,yellow,,7,7,True,甘AH84JD,0.8331136361721134,-3.2865341066217795
fenqusai/test_photo/195.jpg,0,4,False,green,black,,7,7,True,甘AH84JD,0.8331136361721134,-3.2865341066217795
fenqusai/test_photo/204.jpg,0,0,True,blue,blue,,7,7,True,津DDD544,0.9920821808216986,-0.14308796805016755
fenqusai/test_photo/204.jpg,0,1,False,blue,green,,8,7,False,津DDD544,0.9920821808216986,-0.14308796805016755
fenqusai/test_photo/204.jpg,0,2,False,blue,yellow,,7,7,True,津DDD544,0.9920821808216986,-0.14308796805016755
fenqusai/test_photo/204.jpg,0,3,False,blue,black,,7,7,True,津DDD544,0.9920821808216986,-0.14308796805016755
fenqusai/test_photo/210.jpg,0,0,True,blue,blue,,7,7,True,鲁D22222,0.9900510609314929,-0.1799776887310074
fenqusai/test_photo/210.jpg,0,1,False,blue,green,,8,7,False,鲁D22222,0.9900510609314929,-0.1799776887310074
fenqusai/test_photo/210.jpg,0,2,False,blue,yellow,,7,7,True,鲁D22222,0.9900510609314929,-0.1799776887310074
fenqusai/test_photo/210.jpg,0,3,False,blue,black,,7,7,True,鲁D22222,0.9900510609314929,-0.1799776887310074
fenqusai/test_photo/211.jpg,0,0,False,blue,blue,,7,7,True,川A966X3,0.6592308458580102,-7.500267155061003
fenqusai/test_photo/211.jpg,0,1,False,blue,green,,8,8,True,川A9266X3,0.5352534857512261,-11.250267104769584
fenqusai/test_photo/211.jpg,0,2,False,blue,yellow,,7,7,True,川A966X3,0.6592308458580102,-7.500267155061003
fenqusai/test_photo/211.jpg,0,3,True,blue,black,,7,7,True,川A966X领,0.9492356664673208,-0.9377672370173897
fenqusai/test_photo/212.jpg,0,0,True,blue,blue,,7,7,True,沪G00000,0.980333455804689,-0.35752507502365916
fenqusai/test_photo/212.jpg,0,1,False,blue,green,,8,7,False,沪G00000,0.980333455804689,-0.35752507502365916
fenqusai/test_photo/212.jpg,0,2,False,blue,yellow,,7,7,True,沪G00000,0.980333455804689,-0.35752507502365916
fenqusai/test_photo/212.jpg,0,3,False,blue,black,,7,7,True,沪G00000,0.980333455804689,-0.35752507502365916
fenqusai/test_photo/213.jpg,0,0,True,blue,blue,,7,7,True,鲁P0C39E,0.866325303800011,-2.582906426327213
fenqusai/test_photo/213.jpg,0,1,False,blue,green,,8,8,True,鲁P0C39ZE,0.69853319337103,-6.457906448678955
fenqusai/test_photo/213.jpg,0,2,False,blue,yellow,,7,7,True,鲁P0C39E,0.866325303800011,-2.582906426327213
fenqusai/test_photo/213.jpg,0,3,False,blue,black,,7,7,True,鲁P0C39E,0.866325303800011,-2.582906426327213
fenqusai/test_photo/214.jpg,0,0,True,black,black,,7,7,True,使B91999,0.9682844431673455,-0.5801289952077937
fenqusai/test_photo/214.jpg,0,1,False,black,blue,,7,7,True,藏B91999,0.5040866144932605,-12.330129087408729
fenqusai/test_photo/214.jpg,0,2,False,black,green,,8,7,False,藏B91999,0.5040866144932605,-12.330129087408729
fenqusai/test_photo/214.jpg,0,3,False,black,yellow,,7,7,True,藏B91999,0.5040866144932605,-12.330129087408729
fenqusai/test_photo/215.jpg,0,0,True,blue,blue,,7,7,True,冀B911ZB,0.9999106999929058,-0.0016074719023890793
fenqusai/test_photo/215.jpg,0,1,False,blue,green,,8,7,False,冀B911ZB,0.9999106999929058,-0.0016074719023890793
fenqusai/test_photo/215.jpg,0,2,False,blue,yellow,,7,7,True,冀B911ZB,0.9999106999929058,-0.0016074719023890793
fenqusai/test_photo/215.jpg,0,3,False,blue,black,,7,7,True,冀B911ZB,0.9999106999929058,-0.0016074719023890793
fenqusai/test_photo/216.jpg,0,0,True,unknown_7,blue,,7,7,True,沪A85327,0.9999967615805962,-5.829164365422912e-05
fenqusai/test_photo/216.jpg,0,1,False,unknown_7,green,,8,8,True,沪A8532Z7,0.3516418379165355,-18.812558291643654
fenqusai/test_photo/216.jpg,0,2,False,unknown_7,yellow,,7,7,True,沪A85327,0.9999967615805962,-5.829164365422912e-05
fenqusai/test_photo/216.jpg,0,3,False,unknown_7,black,,7,7,True,沪A85327,0.9999967615805962,-5.829164365422912e-05
fenqusai/test_photo/216.jpg,0,4,False,unknown_7,special_7,,7,7,True,沪A85327,0.9999967615805962,-5.829164365422912e-05
fenqusai/test_photo/216.jpg,0,5,False,unknown_7,unknown_8,,8,8,True,沪A8532Z7,0.3516418379165355,-18.812558291643654
fenqusai/test_photo/217.jpg,0,0,True,yellow,yellow,,7,7,True,川A87511,0.9790097744415315,-0.3818457430861031
fenqusai/test_photo/217.jpg,0,1,False,yellow,blue,,7,7,True,川A87511,0.9790097744415315,-0.3818457430861031
fenqusai/test_photo/217.jpg,0,2,False,yellow,green,,8,8,True,川LA87511,0.4939893024594736,-12.694345505442413
fenqusai/test_photo/217.jpg,0,3,False,yellow,black,,7,7,True,川A87511,0.9790097744415315,-0.3818457430861031
fenqusai/test_photo/218.jpg,0,0,False,blue,blue,,7,7,True,粤DJV826,0.8497981839075884,-2.929614990945481
fenqusai/test_photo/218.jpg,0,1,True,blue,green,,8,8,True,粤DJV8226,0.943093623745536,-1.0546149313408364
fenqusai/test_photo/218.jpg,0,2,False,blue,yellow,,7,7,True,粤DJV826,0.8497981839075884,-2.929614990945481
fenqusai/test_photo/218.jpg,0,3,False,blue,black,,7,7,True,粤DJV826,0.8497981839075884,-2.929614990945481
fenqusai/test_photo/219.jpg,0,0,True,blue,blue,,7,7,True,鲁RB520T,0.9999792936232471,-0.0003727186403921223
fenqusai/test_photo/219.jpg,0,1,False,blue,green,,8,8,True,鲁RB52Z0T,0.30129256261073584,-21.59412331468775
fenqusai/test_photo/219.jpg,0,2,False,blue,yellow,,7,7,True,鲁RB520T,0.9999792936232471,-0.0003727186403921223
fenqusai/test_photo/219.jpg,0,3,False,blue,black,,7,7,True,鲁RB520T,0.9999792936232471,-0.0003727186403921223
fenqusai/test_photo/22.jpg,0,0,True,blue,blue,,7,7,True,浙A67LPH,0.9378674141971068,-1.1546404098610594
fenqusai/test_photo/22.jpg,0,1,False,blue,green,,8,7,False,浙A67LPH,0.9378674141971068,-1.1546404098610594
fenqusai/test_photo/22.jpg,0,2,False,blue,yellow,,7,7,True,浙A67LPH,0.9378674141971068,-1.1546404098610594
fenqusai/test_photo/22.jpg,0,3,False,blue,black,,7,7,True,浙A67LPH,0.9378674141971068,-1.1546404098610594
fenqusai/test_photo/220.jpg,0,0,True,blue,blue,,7,7,True,浙DP3333,0.999916332103651,-0.0015060851406474285
fenqusai/test_photo/220.jpg,0,1,False,blue,green,,8,8,True,浙DBP3333,0.5187497558803452,-11.814006204530017
fenqusai/test_photo/220.jpg,0,2,False,blue,yellow,,7,7,True,浙DP3333,0.999916332103651,-0.0015060851406474285
fenqusai/test_photo/220.jpg,0,3,False,blue,black,,7,7,True,浙DP3333,0.999916332103651,-0.0015060851406474285
fenqusai/test_photo/221.jpg,0,0,True,blue,blue,,7,7,True,川AMV062,0.9701408292521574,-0.5456525980853257
fenqusai/test_photo/221.jpg,0,1,False,blue,green,,8,7,False,川AMV062,0.9701408292521574,-0.5456525980853257
fenqusai/test_photo/221.jpg,0,2,False,blue,yellow,,7,7,True,川AMV062,0.9701408292521574,-0.5456525980853257
fenqusai/test_photo/221.jpg,0,3,False,blue,black,,7,7,True,川AMV062,0.9701408292521574,-0.5456525980853257
fenqusai/test_photo/222.jpg,0,0,True,blue,blue,,7,7,True,川F00006,0.9999998211863722,-3.2186455882765586e-06
fenqusai/test_photo/222.jpg,0,1,False,blue,green,,8,7,False,川F00006,0.9999998211863722,-3.2186455882765586e-06
fenqusai/test_photo/222.jpg,0,2,False,blue,yellow,,7,7,True,川F00006,0.9999998211863722,-3.2186455882765586e-06
fenqusai/test_photo/222.jpg,0,3,False,blue,black,,7,7,True,川F00006,0.9999998211863722,-3.2186455882765586e-06
fenqusai/test_photo/223.jpg,0,0,True,blue,blue,,7,7,True,陕AG9Z10,0.9917858194082196,-0.14846585154008096
fenqusai/test_photo/223.jpg,0,1,False,blue,green,,8,7,False,陕AG9Z10,0.9917858194082196,-0.14846585154008096
fenqusai/test_photo/223.jpg,0,2,False,blue,yellow,,7,7,True,陕AG9Z10,0.9917858194082196,-0.14846585154008096
fenqusai/test_photo/223.jpg,0,3,False,blue,black,,7,7,True,陕AG9Z10,0.9917858194082196,-0.14846585154008096
fenqusai/test_photo/224.jpg,0,0,True,blue,blue,,7,7,True,京NH1N10,0.9672359758973469,-0.5996301200939342
fenqusai/test_photo/224.jpg,0,1,False,blue,green,,8,8,True,京NVH1N10,0.8715522628466766,-2.4746300455881283
fenqusai/test_photo/224.jpg,0,2,False,blue,yellow,,7,7,True,京NH1N10,0.9672359758973469,-0.5996301200939342
fenqusai/test_photo/224.jpg,0,3,False,blue,black,,7,7,True,京NH1N10,0.9672359758973469,-0.5996301200939342
fenqusai/test_photo/225.jpg,0,0,True,blue,blue,,7,7,True,闽FP9178,0.9996369082328983,-0.006536838615801344
fenqusai/test_photo/225.jpg,0,1,False,blue,green,,8,7,False,闽FP9178,0.9996369082328983,-0.006536838615801344
fenqusai/test_photo/225.jpg,0,2,False,blue,yellow,,7,7,True,闽FP9178,0.9996369082328983,-0.006536838615801344
fenqusai/test_photo/225.jpg,0,3,False,blue,black,,7,7,True,闽FP9178,0.9996369082328983,-0.006536838615801344
fenqusai/test_photo/226.jpg,0,0,True,blue,blue,,7,7,True,鲁BQQ900,0.9987389901126142,-0.022712501328896906
fenqusai/test_photo/226.jpg,0,1,False,blue,green,,8,7,False,鲁BQQ900,0.9987389901126142,-0.022712501328896906
fenqusai/test_photo/226.jpg,0,2,False,blue,yellow,,7,7,True,鲁BQQ900,0.9987389901126142,-0.022712501328896906
fenqusai/test_photo/226.jpg,0,3,False,blue,black,,7,7,True,鲁BQQ900,0.9987389901126142,-0.022712501328896906
fenqusai/test_photo/227.jpg,0,0,True,black,black,,7,7,True,闽C05761,0.9983479162767135,-0.02976209853337508
fenqusai/test_photo/227.jpg,0,1,False,black,blue,,7,7,True,闽C05761,0.9983479162767135,-0.02976209853337508
fenqusai/test_photo/227.jpg,0,2,False,black,green,,8,7,False,闽C05761,0.9983479162767135,-0.02976209853337508
fenqusai/test_photo/227.jpg,0,3,False,black,yellow,,7,7,True,闽C05761,0.9983479162767135,-0.02976209853337508
fenqusai/test_photo/228.jpg,0,0,False,blue,blue,,7,7,True,川BL6789,0.4700635381931305,-13.587973303861808
fenqusai/test_photo/228.jpg,0,1,False,blue,green,,8,8,True,川B8L6789,0.29313863408533,-22.08797330385999
fenqusai/test_photo/228.jpg,0,2,False,blue,yellow,,7,7,True,川BL6789,0.4700635381931305,-13.587973303861808
fenqusai/test_photo/228.jpg,0,3,True,blue,black,,7,7,True,川8L6789,0.9813988818596682,-0.33797330385998947
fenqusai/test_photo/229.jpg,0,0,False,blue,blue,,7,7,True,鲁G00000,0.1394333069201477,-35.46303981542053
fenqusai/test_photo/229.jpg,0,1,False,blue,green,,8,7,False,鲁G00000,0.1394333069201477,-35.46303981542053
fenqusai/test_photo/229.jpg,0,2,False,blue,yellow,,7,7,True,鲁G00000,0.1394333069201477,-35.46303981542053
fenqusai/test_photo/229.jpg,0,3,True,blue,black,,7,7,True,鲁000000,0.9848088007917094,-0.2755398154205295
fenqusai/test_photo/25.jpg,0,0,True,blue,blue,,7,7,True,粤ESB945,0.9998216814693272,-0.003210019763621119
fenqusai/test_photo/25.jpg,0,1,False,blue,green,,8,8,True,粤ESDB945,0.4081944352369338,-16.12820990055434
fenqusai/test_photo/25.jpg,0,2,False,blue,yellow,,7,7,True,粤ESB945,0.9998216814693272,-0.003210019763621119
fenqusai/test_photo/25.jpg,0,3,False,blue,black,,7,7,True,粤ESB945,0.9998216814693272,-0.003210019763621119
fenqusai/test_photo/26.jpg,0,0,True,blue,blue,,7,7,True,苏E7382B,0.9995054423933949,-0.008904238929972053
fenqusai/test_photo/26.jpg,0,1,False,blue,green,,8,8,True,苏LE7382B,0.5794745271265523,-9.82140432856977
fenqusai/test_photo/26.jpg,0,2,False,blue,yellow,,7,7,True,苏E7382B,0.9995054423933949,-0.008904238929972053
fenqusai/test_photo/26.jpg,0,3,False,blue,black,,7,7,True,苏E7382B,0.9995054423933949,-0.008904238929972053
fenqusai/test_photo/30.jpg,0,0,True,blue,blue,,7,7,True,川AJH155,0.9929495025509859,-0.12735845375433286
fenqusai/test_photo/30.jpg,0,1,False,blue,green,,8,7,False,川AJH155,0.9929495025509859,-0.12735845375433286
fenqusai/test_photo/30.jpg,0,2,False,blue,yellow,,7,7,True,川AJH155,0.9929495025509859,-0.12735845375433286
fenqusai/test_photo/30.jpg,0,3,False,blue,black,,7,7,True,川AJH155,0.9929495025509859,-0.12735845375433286
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,0,True,green,green,,8,8,True,桂PD12666,0.8337586635207112,-3.272603233985123
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,1,False,green,green,tractor_green,8,8,True,桂PD12666,0.8337586635207112,-3.272603233985123
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,2,False,green,blue,,7,7,True,桂PD1266,0.7332390472908386,-5.585103152028736
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,3,False,green,yellow,,7,7,True,桂PD1266,0.7332390472908386,-5.585103152028736
fenqusai/test_photo/3040625-99_253-195&400_483&542-482&542_207&496_195&400_483&450-0_0_3_25_26_30_30_30-114-232.jpg,0,4,False,green,black,,7,7,True,使PD1266,0.8251187578217533,-3.460103174380478
fenqusai/test_photo/304515625-74_83-221&426_493&594-493&512_237&594_221&506_482&426-0_0_5_24_29_33_29_32-108-73.jpg,0,0,False,green,green,,8,5,False,琼S92F,0.7455280156905008,-5.285926183518882
fenqusai/test_photo/304515625-74_83-221&426_493&594-493&512_237&594_221&506_482&426-0_0_5_24_29_33_29_32-108-73.jpg,0,1,False,green,green,tractor_green,8,5,False,琼S92F,0.7455280156905008,-5.285926183518882
