image,detection_index,class_id,class_name,score,x1,y1,x2,y2,width,height,area
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,4,2,car,0.7881851196289062,237,325,340,381,103,56,5768
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,5,2,car,0.7380886077880859,443,349,489,388,46,39,1794
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,6,3,traffic_light,0.6746330261230469,458,147,479,191,21,44,924
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,7,2,car,0.5907058715820312,1098,403,1196,460,98,57,5586
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,8,2,car,0.5435943603515625,1029,389,1172,451,143,62,8866
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,9,3,traffic_light,0.5377025604248047,435,146,457,189,22,43,946
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,10,3,traffic_light,0.5276832580566406,405,272,417,296,12,24,288
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,11,3,traffic_light,0.46756744384765625,388,310,403,324,15,14,210
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,12,2,car,0.43750953674316406,476,349,505,385,29,36,1044
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,13,2,car,0.4007720947265625,507,357,530,383,23,26,598
fenqusai/test_photo/bdd100k_train__525e514a-c3bc06fb.jpg,14,3,traffic_light,0.3272972106933594,115,243,147,269,32,26,832
fenqusai/test_photo/ccpd2019_ccpd_base__00885895593869-89_94-252_485_444_539-440_548_245_549_246_482_441_481-0_0_33_24_6_27_30-150-30.jpg,0,0,plate,0.8190155029296875,244,482,438,546,194,64,12416
fenqusai/test_photo/ccpd2020_test__055373563218390806-90_250-93_478_585_581-585_581_125_574_93_478_582_480-0_0_3_32_29_30_29_32-108-249.jpg,0,0,plate,0.865489661693573,90,475,583,577,493,102,50286
fenqusai/test_photo/clpd_CLPD_1200__118.jpg,0,0,plate,0.8806228637695312,275,183,403,227,128,44,5632
fenqusai/test_photo/clpd_CLPD_1200__118.jpg,1,0,plate,0.7547874450683594,510,199,560,215,50,16,800
fenqusai/test_photo/clpd_CLPD_1200__580.jpg,0,0,plate,0.8443832397460938,151,286,216,306,65,20,1300
